Timestamp,Feedback,Productive_Count,Unproductive_Count2025-06-23 21:50:00,Productive,92,02025-06-23 21:51:00,Unproductive,91,22025-06-23 22:10:49,Productive,88,2
2025-06-23 22:16:10,Productive,90,2
2025-06-23 22:16:11,Productive,90,2
2025-06-23 22:16:13,Productive,90,2
2025-06-23 22:16:15,Productive,90,2
2025-06-23 22:21:17,Productive,89,2
2025-06-23 22:21:18,Productive,89,2
2025-06-23 22:21:20,Productive,89,2
2025-06-23 22:21:22,Productive,89,2
2025-06-23 22:22:16,Productive,89,2
2025-06-23 22:22:17,Productive,89,2
2025-06-23 22:23:21,Productive,89,2
2025-06-23 22:23:23,Productive,89,2
2025-06-23 22:23:25,Productive,89,2
2025-06-23 22:23:27,Productive,89,2
2025-06-23 22:23:29,Productive,89,2
2025-06-23 22:23:31,Productive,89,2
2025-06-23 22:23:33,Productive,89,2
2025-06-23 22:23:35,Productive,89,2
2025-06-23 22:23:37,Productive,89,2
2025-06-23 22:23:39,Productive,89,2
2025-06-23 22:23:41,Productive,89,2
2025-06-23 22:23:43,Productive,89,2
2025-06-23 22:23:45,Productive,89,2
2025-06-23 22:23:47,Productive,89,2
2025-06-23 22:23:49,Productive,89,2
2025-06-23 22:23:51,Productive,89,2
2025-06-23 22:23:53,Productive,89,2
2025-06-23 22:23:55,Productive,89,2
2025-06-23 22:23:57,Productive,89,2
2025-06-23 22:23:59,Productive,89,2
2025-06-23 22:24:01,Productive,89,2
2025-06-23 22:24:03,Productive,89,2
2025-06-23 22:24:05,Productive,89,2
2025-06-23 22:24:07,Productive,89,2
2025-06-23 22:24:09,Productive,88,2
2025-06-23 22:24:11,Productive,89,2
2025-06-23 22:24:13,Productive,89,2
2025-06-23 22:24:15,Productive,89,2
2025-06-23 22:24:17,Productive,89,2
2025-06-23 22:24:19,Productive,89,2
2025-06-23 22:24:21,Productive,89,2
2025-06-23 22:24:23,Productive,89,2
2025-06-23 22:24:25,Productive,89,2
2025-06-23 22:24:27,Productive,89,2
2025-06-23 22:24:29,Productive,89,2
2025-06-23 22:24:31,Productive,89,2
2025-06-23 22:24:33,Productive,89,2
2025-06-23 22:24:35,Productive,89,2
2025-06-23 22:24:37,Productive,89,2
2025-06-23 22:24:39,Productive,89,2
2025-06-23 22:24:41,Productive,90,2
2025-06-23 22:24:43,Productive,90,2
2025-06-23 22:24:45,Productive,90,2
2025-06-23 22:24:47,Productive,90,2
2025-06-23 22:24:49,Productive,90,2
2025-06-23 22:24:51,Productive,90,2
2025-06-23 22:24:53,Productive,90,2
2025-06-23 22:24:55,Productive,90,2
2025-06-23 22:24:57,Productive,90,2
2025-06-23 22:24:59,Productive,90,2
2025-06-23 22:25:01,Productive,90,2
2025-06-23 22:25:03,Productive,91,2
2025-06-23 22:25:05,Productive,92,2
2025-06-23 22:25:07,Productive,92,2
2025-06-23 22:25:09,Productive,92,2
2025-06-23 22:25:11,Productive,91,2
2025-06-23 22:25:13,Productive,92,2
2025-06-23 22:25:15,Productive,92,2
2025-06-23 22:25:17,Productive,92,2
2025-06-23 22:25:19,Productive,91,2
2025-06-23 22:26:43,Productive,89,2
2025-06-23 22:27:09,Productive,90,2
2025-06-23 22:27:10,Productive,90,2
2025-06-23 22:27:12,Productive,90,2
2025-06-23 22:27:14,Productive,90,2
2025-06-23 22:27:16,Productive,90,2
2025-06-23 22:27:18,Productive,90,2
2025-06-23 22:27:43,Productive,90,2
2025-06-23 22:27:46,Productive,90,2
2025-06-23 22:27:48,Productive,90,2
2025-06-23 22:29:20,Productive,88,2
2025-06-23 22:29:22,Productive,89,2
2025-06-23 22:29:24,Productive,89,2
2025-06-23 22:29:26,Productive,89,2
2025-06-23 22:29:28,Productive,89,2
2025-06-23 22:29:30,Productive,89,2
2025-06-23 22:32:45,Productive,5,2
2025-06-23 22:32:48,Productive,5,2
2025-06-23 22:32:50,Productive,5,2
